equipment_event_id,depot_id,loading_position_id,equipment_category,component_name,status,event_timestamp,resolved_timestamp,flow_impact_pct,operational_notes
EQ-000175,mombasa,,EQUIPMENT_AVAILABILITY,Static Earth Monitoring Reel,HEALTHY,2026-07-21 12:00:00,,0,Nominal operating telemetry
EQ-000176,mombasa,MBA-P09,LOADING_SYSTEM,Loading Arm Swivel Joint,HEALTHY,2026-07-22 09:00:00,,0,Nominal operating telemetry
EQ-000177,mombasa,,EQUIPMENT_AVAILABILITY,Static Earth Monitoring Reel,HEALTHY,2026-07-23 01:00:00,,0,Nominal operating telemetry
EQ-000178,mombasa,,EQUIPMENT_AVAILABILITY,Additive Injection Pump Line,UNAVAILABLE,2026-07-23 09:00:00,2026-07-23 23:00:00,100,Additive Injection Pump Line offline for maintenance
EQ-000179,mombasa,MBA-P03,METERING,Flow Meter Temperature RTD,HEALTHY,2026-07-23 18:00:00,,0,Nominal operating telemetry
EQ-000180,mombasa,,SCADA_CONTROL,Emergency Shut-Down Loop,HEALTHY,2026-07-24 21:00:00,,0,Nominal operating telemetry
EQ-000181,mombasa,MBA-P02,LOADING_SYSTEM,Emergency Breakaway Coupler,DEGRADED,2026-07-25 19:00:00,2026-07-26 01:00:00,22,Emergency Breakaway Coupler calibration offset detected
EQ-000182,mombasa,,GATE_SCALE,Gross Weighbridge Transducer,HEALTHY,2026-07-26 11:00:00,,0,Nominal operating telemetry
EQ-000183,mombasa,,EQUIPMENT_AVAILABILITY,Vapor Recovery Compressor,HEALTHY,2026-07-27 13:00:00,,0,Nominal operating telemetry
EQ-000184,mombasa,MBA-P06,LOADING_SYSTEM,Emergency Breakaway Coupler,HEALTHY,2026-07-28 10:00:00,,0,Nominal operating telemetry
EQ-000185,mombasa,,EQUIPMENT_AVAILABILITY,Static Earth Monitoring Reel,HEALTHY,2026-07-29 10:00:00,,0,Nominal operating telemetry
EQ-000186,mombasa,,SCADA_CONTROL,Emergency Shut-Down Loop,HEALTHY,2026-07-30 08:00:00,,0,Nominal operating telemetry
EQ-000187,mombasa,MBA-P07,METERING,Flow Meter Temperature RTD,HEALTHY,2026-07-31 08:00:00,,0,Nominal operating telemetry
EQ-000188,mombasa,,SCADA_CONTROL,Redundant DCS PLC Gateway,HEALTHY,2026-08-01 09:00:00,,0,Nominal operating telemetry
EQ-000189,mombasa,,GATE_SCALE,Tare Weighbridge Loadcell Platform,HEALTHY,2026-08-02 00:00:00,,0,Nominal operating telemetry
EQ-000190,mombasa,,SCADA_CONTROL,OPC-UA Interface Bridge,HEALTHY,2026-08-02 19:00:00,,0,Nominal operating telemetry
EQ-000191,mombasa,MBA-P06,METERING,Flow Meter Temperature RTD,HEALTHY,2026-08-03 04:00:00,,0,Nominal operating telemetry
EQ-000192,mombasa,,GATE_SCALE,Smart RFID Barrier Gate,HEALTHY,2026-08-04 00:00:00,,0,Nominal operating telemetry
EQ-000193,mombasa,,SCADA_CONTROL,Redundant DCS PLC Gateway,HEALTHY,2026-08-04 22:00:00,,0,Nominal operating telemetry
EQ-000194,mombasa,,GATE_SCALE,Smart RFID Barrier Gate,HEALTHY,2026-08-05 17:00:00,,0,Nominal operating telemetry
EQ-000195,mombasa,,SCADA_CONTROL,Emergency Shut-Down Loop,HEALTHY,2026-08-06 03:00:00,,0,Nominal operating telemetry
EQ-000196,mombasa,,EQUIPMENT_AVAILABILITY,Vapor Recovery Compressor,DEGRADED,2026-08-06 16:00:00,2026-08-06 22:00:00,23,Vapor Recovery Compressor calibration offset detected
EQ-000197,mombasa,MBA-P09,METERING,Digital Batch Controller,HEALTHY,2026-08-07 10:00:00,,0,Nominal operating telemetry
EQ-000198,mombasa,,EQUIPMENT_AVAILABILITY,Vapor Recovery Compressor,HEALTHY,2026-08-08 00:00:00,,0,Nominal operating telemetry
EQ-000199,mombasa,,SCADA_CONTROL,OPC-UA Interface Bridge,HEALTHY,2026-08-08 14:00:00,,0,Nominal operating telemetry
EQ-000200,mombasa,,EQUIPMENT_AVAILABILITY,Vapor Recovery Compressor,HEALTHY,2026-08-09 14:00:00,,0,Nominal operating telemetry
EQ-000201,mombasa,MBA-P09,LOADING_SYSTEM,Emergency Breakaway Coupler,HEALTHY,2026-08-10 10:00:00,,0,Nominal operating telemetry
EQ-000202,mombasa,MBA-P02,LOADING_SYSTEM,Emergency Breakaway Coupler,HEALTHY,2026-08-11 04:00:00,,0,Nominal operating telemetry
EQ-000203,mombasa,MBA-P09,METERING,Flow Meter Temperature RTD,HEALTHY,2026-08-11 17:00:00,,0,Nominal operating telemetry
EQ-000204,mombasa,,SCADA_CONTROL,OPC-UA Interface Bridge,HEALTHY,2026-08-12 20:00:00,,0,Nominal operating telemetry
EQ-000205,mombasa,,EQUIPMENT_AVAILABILITY,Static Earth Monitoring Reel,HEALTHY,2026-08-13 08:00:00,,0,Nominal operating telemetry
EQ-000206,mombasa,MBA-P08,LOADING_SYSTEM,Emergency Breakaway Coupler,HEALTHY,2026-08-14 01:00:00,,0,Nominal operating telemetry
EQ-000207,mombasa,MBA-P10,LOADING_SYSTEM,Loading Arm Swivel Joint,HEALTHY,2026-08-14 20:00:00,,0,Nominal operating telemetry
EQ-000208,mombasa,,EQUIPMENT_AVAILABILITY,Additive Injection Pump Line,HEALTHY,2026-08-15 14:00:00,,0,Nominal operating telemetry
EQ-000209,mombasa,MBA-P02,LOADING_SYSTEM,Hydraulic Gantry Loading Arms,HEALTHY,2026-08-16 08:00:00,,0,Nominal operating telemetry
EQ-000210,mombasa,MBA-P07,METERING,Digital Batch Controller,HEALTHY,2026-08-17 04:00:00,,0,Nominal operating telemetry
EQ-000211,mombasa,,GATE_SCALE,Gross Weighbridge Transducer,HEALTHY,2026-08-18 02:00:00,,0,Nominal operating telemetry
EQ-000212,mombasa,MBA-P06,METERING,Coriolis Mass-Flow Meter,HEALTHY,2026-08-19 06:00:00,,0,Nominal operating telemetry
EQ-000213,mombasa,,SCADA_CONTROL,Emergency Shut-Down Loop,HEALTHY,2026-08-19 18:00:00,,0,Nominal operating telemetry
EQ-000214,mombasa,,EQUIPMENT_AVAILABILITY,Additive Injection Pump Line,HEALTHY,2026-08-20 13:00:00,,0,Nominal operating telemetry
EQ-000215,mombasa,,EQUIPMENT_AVAILABILITY,Vapor Recovery Compressor,HEALTHY,2026-08-21 14:00:00,,0,Nominal operating telemetry
EQ-000216,mombasa,MBA-P06,METERING,Flow Meter Temperature RTD,HEALTHY,2026-08-22 08:00:00,,0,Nominal operating telemetry
EQ-000217,mombasa,,GATE_SCALE,Smart RFID Barrier Gate,HEALTHY,2026-08-23 04:00:00,,0,Nominal operating telemetry
EQ-000218,mombasa,,SCADA_CONTROL,Emergency Shut-Down Loop,DEGRADED,2026-08-24 02:00:00,2026-08-24 12:00:00,20,Emergency Shut-Down Loop calibration offset detected
EQ-000219,mombasa,,EQUIPMENT_AVAILABILITY,Additive Injection Pump Line,HEALTHY,2026-08-24 17:00:00,,0,Nominal operating telemetry
EQ-000220,mombasa,MBA-P10,LOADING_SYSTEM,Emergency Breakaway Coupler,HEALTHY,2026-08-25 16:00:00,,0,Nominal operating telemetry
EQ-000221,mombasa,,GATE_SCALE,Smart RFID Barrier Gate,HEALTHY,2026-08-26 00:00:00,,0,Nominal operating telemetry
EQ-000222,mombasa,MBA-P10,METERING,Digital Batch Controller,HEALTHY,2026-08-26 18:00:00,,0,Nominal operating telemetry
EQ-000223,mombasa,,SCADA_CONTROL,Redundant DCS PLC Gateway,HEALTHY,2026-08-27 15:00:00,,0,Nominal operating telemetry
EQ-000224,mombasa,MBA-P05,METERING,Digital Batch Controller,HEALTHY,2026-08-28 14:00:00,,0,Nominal operating telemetry
EQ-000225,mombasa,MBA-P07,METERING,Coriolis Mass-Flow Meter,HEALTHY,2026-08-29 03:00:00,,0,Nominal operating telemetry
EQ-000226,mombasa,MBA-P06,METERING,Digital Batch Controller,HEALTHY,2026-08-29 15:00:00,,0,Nominal operating telemetry
EQ-000227,mombasa,MBA-P09,METERING,Coriolis Mass-Flow Meter,UNAVAILABLE,2026-08-30 14:00:00,2026-08-31 04:00:00,100,Coriolis Mass-Flow Meter offline for maintenance
EQ-000228,mombasa,MBA-P07,METERING,Flow Meter Temperature RTD,HEALTHY,2026-08-30 22:00:00,,0,Nominal operating telemetry
EQ-000229,mombasa,MBA-P06,METERING,Flow Meter Temperature RTD,HEALTHY,2026-08-31 17:00:00,,0,Nominal operating telemetry
EQ-000230,mombasa,,SCADA_CONTROL,OPC-UA Interface Bridge,UNAVAILABLE,2026-09-01 05:00:00,2026-09-01 13:00:00,100,OPC-UA Interface Bridge offline for maintenance
EQ-000231,mombasa,MBA-P04,LOADING_SYSTEM,Emergency Breakaway Coupler,HEALTHY,2026-09-01 18:00:00,,0,Nominal operating telemetry
EQ-000232,mombasa,,SCADA_CONTROL,Emergency Shut-Down Loop,HEALTHY,2026-09-02 19:00:00,,0,Nominal operating telemetry
EQ-000233,mombasa,MBA-P05,METERING,Digital Batch Controller,HEALTHY,2026-09-03 17:00:00,,0,Nominal operating telemetry
EQ-000234,mombasa,,EQUIPMENT_AVAILABILITY,Vapor Recovery Compressor,HEALTHY,2026-09-04 07:00:00,,0,Nominal operating telemetry
EQ-000235,mombasa,MBA-P06,LOADING_SYSTEM,Hydraulic Gantry Loading Arms,HEALTHY,2026-09-04 21:00:00,,0,Nominal operating telemetry
EQ-000236,mombasa,,SCADA_CONTROL,OPC-UA Interface Bridge,HEALTHY,2026-09-05 05:00:00,,0,Nominal operating telemetry
EQ-000237,mombasa,MBA-P06,LOADING_SYSTEM,Emergency Breakaway Coupler,HEALTHY,2026-09-05 15:00:00,,0,Nominal operating telemetry
EQ-000238,mombasa,,SCADA_CONTROL,OPC-UA Interface Bridge,HEALTHY,2026-09-06 04:00:00,,0,Nominal operating telemetry
EQ-000239,mombasa,,GATE_SCALE,Gross Weighbridge Transducer,HEALTHY,2026-09-06 14:00:00,,0,Nominal operating telemetry
EQ-000240,mombasa,,GATE_SCALE,Smart RFID Barrier Gate,DEGRADED,2026-09-07 18:00:00,2026-09-08 03:00:00,16,Smart RFID Barrier Gate calibration offset detected
EQ-000241,mombasa,,EQUIPMENT_AVAILABILITY,Static Earth Monitoring Reel,HEALTHY,2026-09-08 20:00:00,,0,Nominal operating telemetry
EQ-000242,mombasa,,GATE_SCALE,Smart RFID Barrier Gate,HEALTHY,2026-09-09 22:00:00,,0,Nominal operating telemetry
EQ-000243,mombasa,,EQUIPMENT_AVAILABILITY,Vapor Recovery Compressor,HEALTHY,2026-09-10 16:00:00,,0,Nominal operating telemetry
EQ-000244,mombasa,,EQUIPMENT_AVAILABILITY,Additive Injection Pump Line,HEALTHY,2026-09-11 17:00:00,,0,Nominal operating telemetry
EQ-000245,mombasa,,EQUIPMENT_AVAILABILITY,Static Earth Monitoring Reel,HEALTHY,2026-09-12 08:00:00,,0,Nominal operating telemetry
EQ-000246,mombasa,,SCADA_CONTROL,OPC-UA Interface Bridge,HEALTHY,2026-09-12 23:00:00,,0,Nominal operating telemetry
EQ-000247,mombasa,,SCADA_CONTROL,Emergency Shut-Down Loop,HEALTHY,2026-09-13 10:00:00,,0,Nominal operating telemetry
EQ-000248,mombasa,,GATE_SCALE,Gross Weighbridge Transducer,HEALTHY,2026-09-14 08:00:00,,0,Nominal operating telemetry
EQ-000249,mombasa,,SCADA_CONTROL,Emergency Shut-Down Loop,HEALTHY,2026-09-14 19:00:00,,0,Nominal operating telemetry
EQ-000250,mombasa,,EQUIPMENT_AVAILABILITY,Additive Injection Pump Line,HEALTHY,2026-09-15 22:00:00,,0,Nominal operating telemetry
EQ-000251,nakuru,NKR-P04,LOADING_SYSTEM,Loading Arm Swivel Joint,HEALTHY,2026-06-12 05:00:00,,0,Nominal operating telemetry
EQ-000252,nakuru,NKR-P03,METERING,Digital Batch Controller,HEALTHY,2026-06-13 07:00:00,,0,Nominal operating telemetry
EQ-000253,nakuru,,SCADA_CONTROL,Redundant DCS PLC Gateway,HEALTHY,2026-06-13 18:00:00,,0,Nominal operating telemetry
EQ-000254,nakuru,NKR-P03,METERING,Flow Meter Temperature RTD,HEALTHY,2026-06-14 17:00:00,,0,Nominal operating telemetry
EQ-000255,nakuru,,SCADA_CONTROL,Redundant DCS PLC Gateway,HEALTHY,2026-06-15 16:00:00,,0,Nominal operating telemetry
EQ-000256,nakuru,,EQUIPMENT_AVAILABILITY,Vapor Recovery Compressor,HEALTHY,2026-06-16 18:00:00,,0,Nominal operating telemetry
EQ-000257,nakuru,,GATE_SCALE,Smart RFID Barrier Gate,HEALTHY,2026-06-17 22:00:00,,0,Nominal operating telemetry
EQ-000258,nakuru,NKR-P03,METERING,Coriolis Mass-Flow Meter,HEALTHY,2026-06-18 10:00:00,,0,Nominal operating telemetry
EQ-000259,nakuru,,GATE_SCALE,Tare Weighbridge Loadcell Platform,HEALTHY,2026-06-19 01:00:00,,0,Nominal operating telemetry
EQ-000260,nakuru,,SCADA_CONTROL,Emergency Shut-Down Loop,HEALTHY,2026-06-19 18:00:00,,0,Nominal operating telemetry
EQ-000261,nakuru,,GATE_SCALE,Tare Weighbridge Loadcell Platform,HEALTHY,2026-06-20 10:00:00,,0,Nominal operating telemetry
EQ-000262,nakuru,,GATE_SCALE,Tare Weighbridge Loadcell Platform,HEALTHY,2026-06-21 01:00:00,,0,Nominal operating telemetry
EQ-000263,nakuru,,SCADA_CONTROL,OPC-UA Interface Bridge,UNAVAILABLE,2026-06-21 22:00:00,2026-06-22 00:00:00,100,OPC-UA Interface Bridge offline for maintenance
EQ-000264,nakuru,NKR-P02,METERING,Coriolis Mass-Flow Meter,HEALTHY,2026-06-22 06:00:00,,0,Nominal operating telemetry
EQ-000265,nakuru,,EQUIPMENT_AVAILABILITY,Static Earth Monitoring Reel,HEALTHY,2026-06-22 21:00:00,,0,Nominal operating telemetry
EQ-000266,nakuru,,SCADA_CONTROL,OPC-UA Interface Bridge,HEALTHY,2026-06-23 13:00:00,,0,Nominal operating telemetry
EQ-000267,nakuru,,EQUIPMENT_AVAILABILITY,Additive Injection Pump Line,HEALTHY,2026-06-24 04:00:00,,0,Nominal operating telemetry
EQ-000268,nakuru,,GATE_SCALE,Smart RFID Barrier Gate,HEALTHY,2026-06-25 06:00:00,,0,Nominal operating telemetry
EQ-000269,nakuru,,GATE_SCALE,Smart RFID Barrier Gate,UNAVAILABLE,2026-06-25 20:00:00,2026-06-26 06:00:00,100,Smart RFID Barrier Gate offline for maintenance
EQ-000270,nakuru,,SCADA_CONTROL,Emergency Shut-Down Loop,HEALTHY,2026-06-26 08:00:00,,0,Nominal operating telemetry
EQ-000271,nakuru,,GATE_SCALE,Gross Weighbridge Transducer,UNAVAILABLE,2026-06-26 22:00:00,2026-06-27 06:00:00,100,Gross Weighbridge Transducer offline for maintenance
EQ-000272,nakuru,,SCADA_CONTROL,Emergency Shut-Down Loop,HEALTHY,2026-06-27 20:00:00,,0,Nominal operating telemetry
EQ-000273,nakuru,,GATE_SCALE,Tare Weighbridge Loadcell Platform,DEGRADED,2026-06-28 17:00:00,2026-06-29 02:00:00,10,Tare Weighbridge Loadcell Platform calibration offset detected
EQ-000274,nakuru,,GATE_SCALE,Gross Weighbridge Transducer,DEGRADED,2026-06-29 13:00:00,2026-06-29 23:00:00,25,Gross Weighbridge Transducer calibration offset detected
EQ-000275,nakuru,,SCADA_CONTROL,Redundant DCS PLC Gateway,HEALTHY,2026-06-29 23:00:00,,0,Nominal operating telemetry
EQ-000276,nakuru,NKR-P01,LOADING_SYSTEM,Emergency Breakaway Coupler,HEALTHY,2026-07-01 00:00:00,,0,Nominal operating telemetry
EQ-000277,nakuru,,EQUIPMENT_AVAILABILITY,Additive Injection Pump Line,DEGRADED,2026-07-01 09:00:00,2026-07-01 16:00:00,12,Additive Injection Pump Line calibration offset detected
EQ-000278,nakuru,,GATE_SCALE,Tare Weighbridge Loadcell Platform,HEALTHY,2026-07-02 12:00:00,,0,Nominal operating telemetry
EQ-000279,nakuru,NKR-P03,LOADING_SYSTEM,Hydraulic Gantry Loading Arms,HEALTHY,2026-07-03 06:00:00,,0,Nominal operating telemetry
EQ-000280,nakuru,,SCADA_CONTROL,Redundant DCS PLC Gateway,HEALTHY,2026-07-04 02:00:00,,0,Nominal operating telemetry
EQ-000281,nakuru,NKR-P02,METERING,Digital Batch Controller,HEALTHY,2026-07-05 03:00:00,,0,Nominal operating telemetry
EQ-000282,nakuru,,EQUIPMENT_AVAILABILITY,Vapor Recovery Compressor,HEALTHY,2026-07-05 19:00:00,,0,Nominal operating telemetry
EQ-000283,nakuru,,SCADA_CONTROL,Redundant DCS PLC Gateway,HEALTHY,2026-07-06 18:00:00,,0,Nominal operating telemetry
EQ-000284,nakuru,NKR-P04,METERING,Coriolis Mass-Flow Meter,HEALTHY,2026-07-07 02:00:00,,0,Nominal operating telemetry
EQ-000285,nakuru,,EQUIPMENT_AVAILABILITY,Static Earth Monitoring Reel,UNAVAILABLE,2026-07-08 05:00:00,2026-07-08 16:00:00,100,Static Earth Monitoring Reel offline for maintenance
EQ-000286,nakuru,,EQUIPMENT_AVAILABILITY,Vapor Recovery Compressor,HEALTHY,2026-07-09 09:00:00,,0,Nominal operating telemetry
EQ-000287,nakuru,NKR-P04,METERING,Coriolis Mass-Flow Meter,HEALTHY,2026-07-10 10:00:00,,0,Nominal operating telemetry
EQ-000288,nakuru,NKR-P04,LOADING_SYSTEM,Loading Arm Swivel Joint,HEALTHY,2026-07-11 00:00:00,,0,Nominal operating telemetry
EQ-000289,nakuru,NKR-P04,METERING,Coriolis Mass-Flow Meter,DEGRADED,2026-07-11 18:00:00,2026-07-11 21:00:00,11,Coriolis Mass-Flow Meter calibration offset detected
EQ-000290,nakuru,NKR-P04,METERING,Coriolis Mass-Flow Meter,HEALTHY,2026-07-12 19:00:00,,0,Nominal operating telemetry
EQ-000291,nakuru,,EQUIPMENT_AVAILABILITY,Additive Injection Pump Line,HEALTHY,2026-07-13 07:00:00,,0,Nominal operating telemetry
EQ-000292,nakuru,,EQUIPMENT_AVAILABILITY,Static Earth Monitoring Reel,HEALTHY,2026-07-13 17:00:00,,0,Nominal operating telemetry
EQ-000293,nakuru,NKR-P02,LOADING_SYSTEM,Hydraulic Gantry Loading Arms,HEALTHY,2026-07-14 05:00:00,,0,Nominal operating telemetry
EQ-000294,nakuru,,EQUIPMENT_AVAILABILITY,Additive Injection Pump Line,HEALTHY,2026-07-14 15:00:00,,0,Nominal operating telemetry
EQ-000295,nakuru,,GATE_SCALE,Smart RFID Barrier Gate,HEALTHY,2026-07-15 07:00:00,,0,Nominal operating telemetry
EQ-000296,nakuru,,SCADA_CONTROL,Redundant DCS PLC Gateway,HEALTHY,2026-07-15 23:00:00,,0,Nominal operating telemetry
EQ-000297,nakuru,NKR-P03,LOADING_SYSTEM,Emergency Breakaway Coupler,HEALTHY,2026-07-16 18:00:00,,0,Nominal operating telemetry
EQ-000298,nakuru,,GATE_SCALE,Smart RFID Barrier Gate,HEALTHY,2026-07-17 08:00:00,,0,Nominal operating telemetry
EQ-000299,nakuru,,EQUIPMENT_AVAILABILITY,Static Earth Monitoring Reel,HEALTHY,2026-07-17 18:00:00,,0,Nominal operating telemetry
EQ-000300,nakuru,,GATE_SCALE,Tare Weighbridge Loadcell Platform,HEALTHY,2026-07-18 22:00:00,,0,Nominal operating telemetry
EQ-000301,nakuru,,EQUIPMENT_AVAILABILITY,Additive Injection Pump Line,HEALTHY,2026-07-19 20:00:00,,0,Nominal operating telemetry
EQ-000302,nakuru,NKR-P04,METERING,Coriolis Mass-Flow Meter,HEALTHY,2026-07-20 20:00:00,,0,Nominal operating telemetry
EQ-000303,nakuru,NKR-P01,METERING,Digital Batch Controller,HEALTHY,2026-07-21 16:00:00,,0,Nominal operating telemetry
EQ-000304,nakuru,,GATE_SCALE,Smart RFID Barrier Gate,HEALTHY,2026-07-22 14:00:00,,0,Nominal operating telemetry
EQ-000305,nakuru,,SCADA_CONTROL,Emergency Shut-Down Loop,HEALTHY,2026-07-23 16:00:00,,0,Nominal operating telemetry
EQ-000306,nakuru,,SCADA_CONTROL,OPC-UA Interface Bridge,HEALTHY,2026-07-24 18:00:00,,0,Nominal operating telemetry
EQ-000307,nakuru,NKR-P02,LOADING_SYSTEM,Emergency Breakaway Coupler,HEALTHY,2026-07-25 14:00:00,,0,Nominal operating telemetry
EQ-000308,nakuru,,GATE_SCALE,Tare Weighbridge Loadcell Platform,HEALTHY,2026-07-25 23:00:00,,0,Nominal operating telemetry
EQ-000309,nakuru,,GATE_SCALE,Smart RFID Barrier Gate,HEALTHY,2026-07-26 07:00:00,,0,Nominal operating telemetry
EQ-000310,nakuru,NKR-P04,LOADING_SYSTEM,Loading Arm Swivel Joint,DEGRADED,2026-07-26 16:00:00,2026-07-27 05:00:00,17,Loading Arm Swivel Joint calibration offset detected
EQ-000311,nakuru,NKR-P04,METERING,Digital Batch Controller,DEGRADED,2026-07-27 19:00:00,2026-07-28 01:00:00,13,Digital Batch Controller calibration offset detected
EQ-000312,nakuru,NKR-P03,LOADING_SYSTEM,Loading Arm Swivel Joint,HEALTHY,2026-07-28 17:00:00,,0,Nominal operating telemetry
EQ-000313,nakuru,,SCADA_CONTROL,OPC-UA Interface Bridge,DEGRADED,2026-07-29 05:00:00,2026-07-29 18:00:00,15,OPC-UA Interface Bridge calibration offset detected
EQ-000314,nakuru,,GATE_SCALE,Tare Weighbridge Loadcell Platform,DEGRADED,2026-07-30 02:00:00,2026-07-30 16:00:00,21,Tare Weighbridge Loadcell Platform calibration offset detected
EQ-000315,nakuru,,GATE_SCALE,Gross Weighbridge Transducer,HEALTHY,2026-07-30 16:00:00,,0,Nominal operating telemetry
EQ-000316,nakuru,,GATE_SCALE,Gross Weighbridge Transducer,HEALTHY,2026-07-31 17:00:00,,0,Nominal operating telemetry
EQ-000317,nakuru,NKR-P01,LOADING_SYSTEM,Emergency Breakaway Coupler,HEALTHY,2026-08-01 09:00:00,,0,Nominal operating telemetry
EQ-000318,nakuru,,GATE_SCALE,Gross Weighbridge Transducer,HEALTHY,2026-08-02 03:00:00,,0,Nominal operating telemetry
EQ-000319,nakuru,NKR-P03,LOADING_SYSTEM,Loading Arm Swivel Joint,HEALTHY,2026-08-02 14:00:00,,0,Nominal operating telemetry
EQ-000320,nakuru,,SCADA_CONTROL,Redundant DCS PLC Gateway,HEALTHY,2026-08-03 18:00:00,,0,Nominal operating telemetry
EQ-000321,nakuru,NKR-P01,LOADING_SYSTEM,Emergency Breakaway Coupler,HEALTHY,2026-08-04 12:00:00,,0,Nominal operating telemetry
EQ-000322,nakuru,NKR-P04,LOADING_SYSTEM,Hydraulic Gantry Loading Arms,HEALTHY,2026-08-05 13:00:00,,0,Nominal operating telemetry
EQ-000323,nakuru,,SCADA_CONTROL,Emergency Shut-Down Loop,HEALTHY,2026-08-05 22:00:00,,0,Nominal operating telemetry
EQ-000324,nakuru,,SCADA_CONTROL,Emergency Shut-Down Loop,HEALTHY,2026-08-06 16:00:00,,0,Nominal operating telemetry
EQ-000325,nakuru,,GATE_SCALE,Gross Weighbridge Transducer,HEALTHY,2026-08-07 00:00:00,,0,Nominal operating telemetry
EQ-000326,nakuru,,SCADA_CONTROL,Redundant DCS PLC Gateway,DEGRADED,2026-08-08 00:00:00,2026-08-08 04:00:00,12,Redundant DCS PLC Gateway calibration offset detected
EQ-000327,nakuru,,SCADA_CONTROL,Redundant DCS PLC Gateway,HEALTHY,2026-08-08 23:00:00,,0,Nominal operating telemetry
EQ-000328,nakuru,NKR-P01,LOADING_SYSTEM,Loading Arm Swivel Joint,HEALTHY,2026-08-09 12:00:00,,0,Nominal operating telemetry
EQ-000329,nakuru,,GATE_SCALE,Tare Weighbridge Loadcell Platform,HEALTHY,2026-08-10 11:00:00,,0,Nominal operating telemetry
EQ-000330,nakuru,NKR-P02,METERING,Digital Batch Controller,HEALTHY,2026-08-11 08:00:00,,0,Nominal operating telemetry
EQ-000331,nakuru,,GATE_SCALE,Tare Weighbridge Loadcell Platform,UNAVAILABLE,2026-08-11 20:00:00,2026-08-12 06:00:00,100,Tare Weighbridge Loadcell Platform offline for maintenance
EQ-000332,nakuru,NKR-P02,LOADING_SYSTEM,Loading Arm Swivel Joint,HEALTHY,2026-08-12 07:00:00,,0,Nominal operating telemetry
EQ-000333,nakuru,,GATE_SCALE,Smart RFID Barrier Gate,HEALTHY,2026-08-12 16:00:00,,0,Nominal operating telemetry
EQ-000334,nakuru,,GATE_SCALE,Gross Weighbridge Transducer,HEALTHY,2026-08-13 14:00:00,,0,Nominal operating telemetry
EQ-000335,nakuru,,GATE_SCALE,Smart RFID Barrier Gate,HEALTHY,2026-08-13 22:00:00,,0,Nominal operating telemetry
EQ-000336,nakuru,,GATE_SCALE,Gross Weighbridge Transducer,HEALTHY,2026-08-15 00:00:00,,0,Nominal operating telemetry
EQ-000337,nakuru,,GATE_SCALE,Tare Weighbridge Loadcell Platform,HEALTHY,2026-08-16 01:00:00,,0,Nominal operating telemetry
EQ-000338,nakuru,,EQUIPMENT_AVAILABILITY,Vapor Recovery Compressor,HEALTHY,2026-08-17 05:00:00,,0,Nominal operating telemetry
EQ-000339,nakuru,,GATE_SCALE,Tare Weighbridge Loadcell Platform,DEGRADED,2026-08-18 07:00:00,2026-08-18 14:00:00,11,Tare Weighbridge Loadcell Platform calibration offset detected
EQ-000340,nakuru,NKR-P02,METERING,Flow Meter Temperature RTD,HEALTHY,2026-08-19 05:00:00,,0,Nominal operating telemetry
EQ-000341,nakuru,,GATE_SCALE,Tare Weighbridge Loadcell Platform,HEALTHY,2026-08-20 01:00:00,,0,Nominal operating telemetry
EQ-000342,nakuru,NKR-P02,METERING,Flow Meter Temperature RTD,HEALTHY,2026-08-21 00:00:00,,0,Nominal operating telemetry
EQ-000343,nakuru,NKR-P04,LOADING_SYSTEM,Emergency Breakaway Coupler,HEALTHY,2026-08-22 02:00:00,,0,Nominal operating telemetry
EQ-000344,nakuru,NKR-P03,LOADING_SYSTEM,Emergency Breakaway Coupler,HEALTHY,2026-08-23 06:00:00,,0,Nominal operating telemetry
EQ-000345,nakuru,,SCADA_CONTROL,OPC-UA Interface Bridge,HEALTHY,2026-08-24 04:00:00,,0,Nominal operating telemetry
EQ-000346,nakuru,,EQUIPMENT_AVAILABILITY,Vapor Recovery Compressor,HEALTHY,2026-08-25 01:00:00,,0,Nominal operating telemetry
EQ-000347,nakuru,NKR-P01,METERING,Coriolis Mass-Flow Meter,HEALTHY,2026-08-25 14:00:00,,0,Nominal operating telemetry
EQ-000348,nakuru,,SCADA_CONTROL,Redundant DCS PLC Gateway,HEALTHY,2026-08-26 10:00:00,,0,Nominal operating telemetry
EQ-000349,nakuru,,SCADA_CONTROL,Emergency Shut-Down Loop,HEALTHY,2026-08-27 00:00:00,,0,Nominal operating telemetry
EQ-000350,nakuru,NKR-P01,LOADING_SYSTEM,Hydraulic Gantry Loading Arms,HEALTHY,2026-08-27 16:00:00,,0,Nominal operating telemetry
EQ-000351,nakuru,NKR-P03,METERING,Digital Batch Controller,HEALTHY,2026-08-28 16:00:00,,0,Nominal operating telemetry
EQ-000352,nakuru,,GATE_SCALE,Smart RFID Barrier Gate,HEALTHY,2026-08-29 14:00:00,,0,Nominal operating telemetry
EQ-000353,nakuru,,SCADA_CONTROL,Emergency Shut-Down Loop,HEALTHY,2026-08-30 02:00:00,,0,Nominal operating telemetry
EQ-000354,nakuru,NKR-P03,LOADING_SYSTEM,Loading Arm Swivel Joint,HEALTHY,2026-08-31 03:00:00,,0,Nominal operating telemetry
